,building_type,total_area_of_buildings,num_of_buildings,num_of_floors,num_of_resdnts_units,num_of_units,condo?,coop?,primary_fuel,boiler_capacity,total_consumption_gallons,boiler_install_date
6414,Walk-Up Apartments,40003.0,1.0,6.0,55.0,61.0, , ,#4,3.6,25000.0,1983
6415,Walk-Up Apartments,55233.0,1.0,6.0,56.0,58.0, , ,#6,3.2,25000.0,1971
6416,Elevator Apartments,31266.0,1.0,9.0,29.0,29.0, , ,#4,2.8,25000.0,1982
6417,Elevator Apartments,9910.0,1.0,5.0,20.0,20.0, , ,#4,2.6,25000.0,1984
6418,Elevator Apartments,29910.0,1.0,5.0,40.0,40.0, , ,#4,2.6,25000.0,1984
6419,Elevator Apartments,22910.0,1.0,5.0,30.0,30.0, , ,#4,2.6,25000.0,1987
6420,Elevator Apartments,16020.0,1.0,6.0,17.0,20.0, , ,#4,2.8,25000.0,1988
6421,Walk-Up Apartments,42225.0,1.0,5.0,50.0,51.0, , ,#4,3.78,25000.0,1985
6422,Elevator Apartments,29538.0,1.0,5.0,35.0,35.0, , ,#4,2.3,25000.0,1988
6423,Walk-Up Apartments,38500.0,1.0,6.0,43.0,43.0, , ,#4,2.9,25000.0,1984
6424,Elevator Apartments,18634.0,1.0,7.0,38.0,40.0, , ,#6,2.67,25000.0,1988
6425,Educational Structures,34640.0,1.0,6.0,19.0,19.0, , ,#4,2.6,25000.0,1980
6426,Elevator Apartments,60090.0,1.0,6.0,48.0,51.0, , ,#6,3.8,25000.0,1982
6427,Elevator Apartments,64405.0,1.0,12.0,0.0,12.0, , ,#6,5.4,25000.0,1973
6428,Elevator Apartments,28782.0,1.0,6.0,41.0,45.0, , ,#4,3.43,25000.0,1989
6429,Elevator Apartments,42783.0,1.0,6.0,49.0,49.0, , ,#6,3.1,25000.0,1979
6430,Elevator Apartments,237507.0,1.0,15.0,0.0,1.0, , ,#4,3.43,25000.0,1987
6431,Elevator Apartments,52200.0,1.0,6.0,47.0,47.0, , ,#4,3.43,25000.0,1987
6432,Walk-Up Apartments,15306.0,1.0,6.0,25.0,25.0, , ,#4,3.43,25000.0,1987
6433,Elevator Apartments,45312.0,1.0,6.0,22.0,27.0, , ,#4,3.43,25000.0,1990
6434,Condominiums,50796.0,1.0,6.0,59.0,59.0, ,YES,#6,4.2,25000.0,1984
6435,Elevator Apartments,29250.0,1.0,6.0,36.0,36.0, , ,#4,2.8,25000.0,1984
6436,Office Buildings,29520.0,1.0,6.0,31.0,31.0, , ,#4,2.59,24984.0,1992
6437,Walk-Up Apartments,42972.0,1.0,6.0,43.0,43.0, , ,#4,3.4,24970.0,1981
6438,Elevator Apartments,59841.0,1.0,12.0,0.0,13.0, , ,#4,3.72,24948.0,1994
6439,Elevator Apartments,126756.0,1.0,17.0,0.0,66.0, , ,#6,8.4,24930.0,1986
6440,Walk-Up Apartments,9790.0,1.0,5.0,15.0,15.0, , ,#4,3.4,24902.0,1989
6441,Elevator Apartments,62632.0,1.0,14.0,5.0,16.0, , ,#4,3.4,24902.0,1996
6442,Office Buildings,37704.0,1.0,9.0,36.0,37.0, , ,#4,3.4,24902.0,1995
6443,Elevator Apartments,30175.0,1.0,12.0,10.0,12.0, , ,#4,2.0,24820.0,1973
6444,Cultural & Public Assembly,15292.0,1.0,6.0,18.0,18.0, , ,#4,2.4,24820.0,1966
6445,Elevator Apartments,19580.0,1.0,5.0,4.0,5.0, , ,#4,2.4,24820.0,1964
6446,Condominiums,8680.0,1.0,6.0,15.0,16.0, , ,#4,1.0,24820.0,1968
6447,Walk-Up Apartments,22420.0,1.0,5.0,32.0,32.0, , ,#4,2.59,24820.0,1991
6448,Condominiums,488783.0,3.0,11.0,0.0,1.0, , ,#6,6.6,24698.0,2008
6449,Educational Structures,42762.0,1.0,6.0,25.0,25.0, , ,#6,2.8,24654.0,1987
6450,Elevator Apartments,41967.0,1.0,6.0,36.0,36.0, , ,#6,2.8,24654.0,1987
6451,Walk-Up Apartments,66577.0,1.0,12.0,0.0,30.0, , ,#4,4.2,24650.0,1993
6452,Elevator Apartments,38034.0,1.0,9.0,36.0,36.0, , ,#4,2.0,24638.0,2005
6453,Walk-Up Apartments,25270.0,1.0,7.0,29.0,29.0, , ,#4,2.6,24638.0,1985
6454,Walk-Up Apartments,34338.0,1.0,5.0,41.0,42.0, , ,#4,3.1,24638.0,1982
6455,Elevator Apartments,59848.0,12.0,7.0,69.0,94.0, , ,#4,2.6,24638.0,1986
6456,Elevator Apartments,20330.0,1.0,5.0,30.0,32.0, , ,#4,2.6,24638.0,1986
6457,Elevator Apartments,30725.0,1.0,5.0,40.0,40.0, , ,#4,2.6,24638.0,1986
6458,Store Buildings,77525.0,3.0,5.0,135.0,136.0, , ,#4,2.6,24638.0,1986
6459,Walk-Up Apartments,22301.0,1.0,5.0,30.0,34.0, , ,#4,2.6,24638.0,1987
6460,Walk-Up Apartments,31760.0,1.0,7.0,34.0,34.0, , ,#4,2.6,24638.0,1982
6461,Office Buildings,30568.0,1.0,9.0,38.0,38.0, , ,#4,2.34,24638.0,1991
6462,Elevator Apartments,12800.0,1.0,5.0,22.0,22.0, , ,#4,2.6,24638.0,1986
6463,Elevator Apartments,40016.0,1.0,7.0,62.0,62.0, , ,#6,3.6,24638.0,1984
6464,Office Buildings,37842.0,1.0,6.0,54.0,54.0, , ,#6,2.6,24638.0,1986
6465,Elevator Apartments,44442.0,1.0,6.0,38.0,38.0, , ,#6,2.9,24638.0,1986
6466,Elevator Apartments,43050.0,1.0,6.0,39.0,39.0, , ,#6,2.6,24638.0,2006
6467,Walk-Up Apartments,48387.0,1.0,9.0,35.0,38.0, , ,#6,3.57,24638.0,1987
6468,Elevator Apartments,47441.0,1.0,7.0,20.0,21.0, , ,#6,2.94,24638.0,1988
6469,Elevator Apartments,37062.0,1.0,5.0,45.0,50.0, , ,#4,2.6,24638.0,1988
6470,Elevator Apartments,36370.0,1.0,5.0,50.0,50.0, , ,#4,2.52,24638.0,1996
6471,Elevator Apartments,30648.0,1.0,6.0,37.0,37.0, , ,#4,2.6,24638.0,1987
6472,Elevator Apartments,33900.0,1.0,6.0,60.0,60.0, , ,#4,2.8,24638.0,2000
6473,Elevator Apartments,25642.0,1.0,5.0,26.0,31.0, , ,#4,2.59,24638.0,1992
6474,Elevator Apartments,36565.0,1.0,5.0,49.0,49.0, , ,#6,2.84,24638.0,1996
6475,Walk-Up Apartments,20619.0,1.0,5.0,27.0,30.0, , ,#4,2.6,24638.0,1987
6476,Elevator Apartments,32240.0,1.0,5.0,48.0,48.0, , ,#6,2.8,24638.0,1985
6477,Elevator Apartments,14230.0,1.0,5.0,35.0,35.0, , ,#4,4.2,24638.0,1959
6478,Walk-Up Apartments,45666.0,1.0,6.0,39.0,43.0, , ,#4,2.6,24638.0,1995
6479,Elevator Apartments,28266.0,1.0,6.0,37.0,37.0, , ,#4,2.6,24638.0,1987
6480,Elevator Apartments,27111.0,6.0,3.0,56.0,56.0, , ,#4,2.52,24638.0,2001
6481,Factory & Industrial Buildings,15800.0,1.0,5.0,26.0,26.0, , ,#4,2.9,24638.0,1987
6482,Elevator Apartments,10335.0,1.0,5.0,13.0,13.0, , ,#4,2.9,24638.0,1994
6483,Elevator Apartments,47726.0,1.0,6.0,38.0,46.0, , ,#4,2.6,24638.0,1987
6484,Elevator Apartments,42864.0,1.0,6.0,48.0,48.0, , ,#6,2.84,24638.0,1994
6485,Elevator Apartments,61819.0,1.0,12.0,40.0,40.0, , ,#4,3.3,24638.0,1988
6486,Loft Buildings,43002.0,1.0,6.0,32.0,32.0, , ,#6,2.8,24638.0,1987
6487,Elevator Apartments,27509.0,1.0,8.0,32.0,32.0, , ,#4,2.59,24638.0,1992
6488,Condominiums,42265.0,1.0,6.0,90.0,90.0, , ,#4,3.08,24638.0,1998
6489,Condominiums,44052.0,1.0,6.0,52.0,52.0, , ,#6,3.3,24638.0,1987
6490,Elevator Apartments,31554.0,1.0,6.0,24.0,24.0, , ,#4,2.6,24638.0,1987
6491,Condominiums,179335.0,2.0,7.0,170.0,173.0,YES, ,#6,2.94,24638.0,1996
6492,Walk-Up Apartments,18253.0,1.0,5.0,19.0,22.0, , ,#4,2.1,24638.0,1981
6493,Elevator Apartments,47262.0,1.0,6.0,43.0,51.0, , ,#6,3.14,24528.0,1993
6494,Elevator Apartments,53093.0,1.0,8.0,40.0,40.0, ,YES,#6,3.14,24528.0,1996
6495,Elevator Apartments,42783.0,1.0,6.0,49.0,49.0, , ,#6,2.67,24528.0,2003
6496,Elevator Apartments,56931.0,1.0,12.0,0.0,18.0, , ,#4,3.43,24500.0,1996
6497,Walk-Up Apartments,57906.0,1.0,12.0,0.0,12.0, , ,#4,3.43,24500.0,1996
6498,Elevator Apartments,61160.0,1.0,14.0,0.0,2.0, , ,#4,24.0,24500.0,2002
6499,Elevator Apartments,85676.0,5.0,6.0,26.0,31.0, ,YES,#4,6.0,24499.0,1982
6500,Elevator Apartments,111274.0,1.0,23.0,0.0,42.0, , ,#6,5.25,24300.0,1998
6501,Elevator Apartments,113129.0,1.0,12.0,0.0,28.0, , ,#6,6.3,24300.0,1982
6502,Walk-Up Apartments,128011.0,1.0,16.0,0.0,101.0, , ,#6,6.3,24300.0,1985
6503,Walk-Up Apartments,28512.0,1.0,6.0,27.0,27.0, , ,#4,2.3,24236.0,1984
6504,Walk-Up Apartments,14520.0,1.0,6.0,31.0,31.0, , ,#4,2.3,24236.0,1962
6505,Elevator Apartments,47477.0,1.0,6.0,50.0,50.0, , ,#6,3.6,24236.0,1985
6506,Elevator Apartments,47245.0,1.0,15.0,16.0,16.0, , ,#4,2.3,24236.0,1977
6507,Vacant Land,10730.0,1.0,5.0,15.0,15.0, , ,#4,3.1,24000.0,1989
6508,Walk-Up Apartments,18215.0,1.0,5.0,21.0,21.0, , ,#4,2.59,24000.0,1988
6509,Loft Buildings,40720.0,1.0,5.0,48.0,48.0, , ,#6,4.2,24000.0,1986
6510,Elevator Apartments,33120.0,1.0,11.0,0.0,11.0, , ,#4,3.1,24000.0,1989
6511,Elevator Apartments,63412.0,1.0,16.0,0.0,17.0, , ,#6,3.9,24000.0,1972
6512,Walk-Up Apartments,39264.0,1.0,3.0,0.0,1.0, , ,#4,2.2,24000.0,1955
6513,Elevator Apartments,34820.0,1.0,5.0,52.0,52.0, , ,#4,3.1,24000.0,1999
6514,Factory & Industrial Buildings,50412.0,1.0,6.0,43.0,45.0, , ,#4,3.1,24000.0,1996
6515,Elevator Apartments,9590.0,1.0,5.0,15.0,15.0, , ,#4,2.3,23904.0,1985
6516,Hotels,8925.0,1.0,5.0,20.0,20.0, , ,#4,2.8,23816.0,1976
6517,Loft Buildings,36540.0,1.0,6.0,50.0,55.0, , ,#4,2.94,23762.0,1992
6518,Elevator Apartments,21732.0,1.0,6.0,39.0,41.0, , ,#4,1.8,23725.0,1975
6519,Walk-Up Apartments,80524.0,1.0,12.0,0.0,13.0, , ,#6,3.3,23716.0,1988
6520,Walk-Up Apartments,21050.0,1.0,6.0,24.0,24.0, , ,#4,2.1,23506.0,1988
6521,Office Buildings,16060.0,1.0,5.0,23.0,24.0, , ,#4,1.6,23506.0,2007
6522,Elevator Apartments,24410.0,1.0,5.0,36.0,36.0, , ,#4,1.6,23506.0,2007
6523,Elevator Apartments,7016.0,1.0,5.0,15.0,15.0, , ,#4,1.6,23506.0,2007
6524,Walk-Up Apartments,28617.0,1.0,9.0,37.0,37.0, , ,#4,3.4,23452.0,1977
6525,Walk-Up Apartments,14450.0,1.0,6.0,18.0,19.0, , ,#4,1.1,23360.0,1965
6526,Elevator Apartments,13579.0,1.0,8.0,11.0,13.0, , ,#4,2.1,23360.0,1972
6527,Walk-Up Apartments,11637.0,1.0,5.0,20.0,22.0, , ,#4,2.6,23360.0,1984
6528,Elevator Apartments,150754.0,1.0,14.0,144.0,146.0, , ,#6,5.0,23269.0,2009
6529,Asylums & Homes,87802.0,1.0,12.0,0.0,52.0, , ,#4,6.0,23250.0,2003
6530,Office Buildings,39848.0,1.0,12.0,0.0,9.0, , ,#4,3.2,23200.0,1971
6531,Elevator Apartments,62095.0,1.0,6.0,43.0,47.0, , ,#4,3.72,23000.0,1990
6532,Walk-Up Apartments,29710.0,1.0,5.0,29.0,29.0, , ,#4,2.32,23000.0,1989
6533,Elevator Apartments,28100.0,1.0,5.0,31.0,31.0, , ,#4,2.6,23000.0,1981
6534,Elevator Apartments,35290.0,1.0,6.0,28.0,32.0, , ,#4,2.59,23000.0,1988
6535,Elevator Apartments,39060.0,1.0,6.0,48.0,48.0, , ,#4,2.94,22995.0,1999
6536,Store Buildings,40778.0,1.0,6.0,36.0,36.0, , ,#4,2.3,22995.0,2006
6537,Walk-Up Apartments,24108.0,2.0,6.0,42.0,49.0, , ,#4,2.52,22995.0,1994
6538,Walk-Up Apartments,32145.0,1.0,5.0,49.0,49.0, , ,#4,2.94,22995.0,2000
6539,Walk-Up Apartments,33058.0,1.0,7.0,42.0,42.0, , ,#4,2.3,22995.0,2008
6540,Loft Buildings,30204.0,1.0,6.0,41.0,41.0, , ,#4,2.94,22995.0,2002
6541,Elevator Apartments,33522.0,1.0,6.0,45.0,45.0, , ,#4,2.94,22995.0,1994
6542,Elevator Apartments,18500.0,1.0,5.0,24.0,24.0, , ,#4,1.72,22995.0,1995
6543,Walk-Up Apartments,32690.0,1.0,5.0,55.0,55.0, , ,#4,2.3,22995.0,2007
6544,Office Buildings,24585.0,4.0,5.0,37.0,45.0, , ,#4,2.32,22995.0,1997
6545,Loft Buildings,36274.0,1.0,9.0,30.0,37.0, , ,#4,2.94,22995.0,1995
6546,Elevator Apartments,42258.0,1.0,6.0,61.0,61.0, , ,#4,2.59,22995.0,1994
6547,Elevator Apartments,35200.0,1.0,5.0,42.0,42.0, , ,#4,2.94,22995.0,2000
6548,Walk-Up Apartments,37683.0,1.0,11.0,30.0,32.0, , ,#4,2.6,22995.0,1988
6549,Elevator Apartments,21288.0,1.0,6.0,30.0,30.0, , ,#4,2.3,22995.0,2008
6550,Elevator Apartments,21528.0,1.0,6.0,37.0,37.0, , ,#4,2.1,22995.0,1997
6551,Elevator Apartments,35840.0,1.0,8.0,47.0,47.0, , ,#4,2.94,22995.0,1995
6552,Elevator Apartments,44506.0,1.0,7.0,0.0,13.0, , ,#4,3.0,22995.0,1986
6553,Walk-Up Apartments,50760.0,2.0,6.0,32.0,35.0, ,YES,#4,2.34,22985.0,2003
6554,Elevator Apartments,20640.0,1.0,6.0,30.0,30.0, , ,#4,1.72,22941.0,1988
6555,Elevator Apartments,32742.0,1.0,6.0,41.0,41.0, , ,#4,2.6,22790.0,1996
6556,Elevator Apartments,55498.0,1.0,13.0,0.0,3.0, , ,#6,5.8,22718.0,1985
6557,Condominiums,10800.0,1.0,5.0,20.0,21.0, , ,#4,2.34,22680.0,2002
6558,Walk-Up Apartments,66115.0,1.0,12.0,8.0,21.0, , ,#6,4.0,22500.0,1985
6559,Elevator Apartments,41284.0,1.0,4.0,0.0,15.0, , ,#6,3.15,22500.0,1999
6560,Elevator Apartments,66963.0,1.0,14.0,0.0,14.0, , ,#6,4.2,22500.0,1984
6561,Condominiums,52698.0,1.0,12.0,0.0,13.0, , ,#6,4.0,22500.0,1985
6562,Elevator Apartments,44115.0,1.0,10.0,0.0,12.0, , ,#6,4.2,22500.0,1985
6563,Elevator Apartments,75588.0,1.0,11.0,0.0,22.0, , ,#6,4.07,22500.0,1982
6564,Condominiums,20909.0,1.0,6.0,35.0,35.0, , ,#6,4.2,22484.0,1985
6565,Elevator Apartments,44081.0,1.0,6.0,38.0,43.0, , ,#4,3.7,22400.0,1986
6566,Elevator Apartments,113150.0,1.0,19.0,47.0,49.0, ,YES,#4,3.72,22356.0,1986
6567,Elevator Apartments,16175.0,1.0,5.0,24.0,25.0, , ,#4,3.0,22344.0,2006
6568,Office Buildings,24257.0,1.0,7.0,38.0,38.0, , ,#4,2.14,22338.0,1994
6569,Elevator Apartments,85517.0,2.0,12.0,0.0,52.0, , ,#4,4.3,22320.0,1984
6570,Elevator Apartments,29975.0,1.0,6.0,31.0,39.0, , ,#6,3.43,22300.0,1986
6571,Walk-Up Apartments,49274.0,1.0,6.0,35.0,41.0, , ,#6,2.3,22229.0,2008
6572,Elevator Apartments,21732.0,1.0,6.0,39.0,41.0, , ,#4,1.6,22229.0,2008
6573,Elevator Apartments,32345.0,1.0,5.0,50.0,50.0, , ,#6,2.3,22229.0,2006
6574,Elevator Apartments,23165.0,1.0,6.0,35.0,38.0, , ,#6,2.3,22229.0,2008
6575,Walk-Up Apartments,36492.0,1.0,6.0,21.0,26.0, , ,#4,2.84,22229.0,1984
6576,Walk-Up Apartments,18882.0,1.0,6.0,30.0,30.0, , ,#4,2.03,22229.0,1997
6577,Walk-Up Apartments,14233.0,1.0,5.0,16.0,19.0, , ,#6,2.94,22228.0,2003
6578,Condominiums,29725.0,1.0,6.0,48.0,48.0, , ,#4,2.84,22200.0,1989
6579,Elevator Apartments,59732.0,1.0,6.0,0.0,1.0, , ,#4,8.4,22093.0,1956
6580,Office Buildings,22998.0,1.0,6.0,32.0,36.0, , ,#4,3.2,22058.0,1973
6581,Elevator Apartments,60600.0,1.0,9.0,19.0,20.0, ,YES,#4,3.4,22050.0,1987
6582,Elevator Apartments,21180.0,1.0,6.0,24.0,24.0, , ,#6,3.1,22050.0,1986
6583,Elevator Apartments,24446.0,1.0,6.0,24.0,24.0, , ,#6,3.1,22050.0,1986
6584,Elevator Apartments,52950.0,1.0,6.0,43.0,43.0, , ,#6,4.2,22000.0,1983
6585,Elevator Apartments,23020.0,1.0,5.0,30.0,31.0, , ,#4,2.6,22000.0,1985
6586,Walk-Up Apartments,0.0,1.0,0.0,0.0,0.0, , ,#4,4.2,22000.0,1989
6587,Walk-Up Apartments,34386.0,1.0,5.0,29.0,29.0, , ,#4,2.59,22000.0,1990
6588,Elevator Apartments,24400.0,1.0,5.0,29.0,29.0, , ,#4,2.3,22000.0,1987
6589,Elevator Apartments,26390.0,1.0,5.0,30.0,31.0, , ,#4,2.59,22000.0,1989
6590,Elevator Apartments,23370.0,1.0,5.0,32.0,32.0, , ,#4,2.0,22000.0,1988
6591,Elevator Apartments,25700.0,1.0,5.0,30.0,30.0, , ,#4,2.0,22000.0,1990
6592,Walk-Up Apartments,11555.0,1.0,5.0,10.0,10.0, , ,#4,1.7,21989.0,1987
6593,Elevator Apartments,10386.0,1.0,6.0,25.0,27.0, , ,#4,2.1,21900.0,1972
6594,Elevator Apartments,57796.0,1.0,6.0,42.0,42.0, ,YES,#6,4.2,21900.0,1974
6595,Elevator Apartments,33659.0,1.0,10.0,0.0,23.0, , ,#4,2.1,21900.0,1978
6596,Elevator Apartments,23925.0,1.0,5.0,40.0,42.0, , ,#4,2.03,21900.0,1986
6597,Walk-Up Apartments,35754.0,1.0,6.0,27.0,27.0, , ,#6,2.7,21900.0,1969
6598,Elevator Apartments,30020.0,1.0,5.0,33.0,33.0, , ,#4,2.52,21900.0,1986
6599,Elevator Apartments,61968.0,1.0,12.0,51.0,52.0,YES, ,#4,4.07,21825.0,1998
6600,Elevator Apartments,133948.0,1.0,16.0,0.0,44.0, , ,#4,3.34,21825.0,2003
6601,Walk-Up Apartments,58253.0,1.0,17.0,0.0,1.0, , ,#6,4.1,21825.0,1987
6602,"Churches, Synagogues, etc.",84745.0,1.0,12.0,0.0,10.0, , ,#4,4.1,21825.0,1996
6603,Elevator Apartments,63833.0,1.0,8.0,0.0,10.0, , ,#4,3.3,21750.0,2007
6604,Walk-Up Apartments,79465.0,1.0,12.0,0.0,15.0, , ,#4,4.1,21750.0,1997
6605,Walk-Up Apartments,77437.0,1.0,12.0,0.0,13.0, , ,#4,3.3,21750.0,2007
6606,Walk-Up Apartments,73611.0,1.0,12.0,0.0,13.0, , ,#4,4.2,21750.0,2003
6607,Walk-Up Apartments,37482.0,1.0,6.0,42.0,42.0, , ,#4,2.77,21681.0,1997
6608,Walk-Up Apartments,43260.0,1.0,9.0,36.0,36.0, , ,#4,2.77,21681.0,1991
6609,Elevator Apartments,48576.0,1.0,6.0,47.0,52.0, , ,#4,2.34,21681.0,2002
6610,Elevator Apartments,44154.0,1.0,6.0,44.0,44.0, , ,#4,3.08,21681.0,1986
6611,Elevator Apartments,33078.0,1.0,6.0,44.0,44.0, , ,#4,2.94,21681.0,2000
6612,Elevator Apartments,4876.0,1.0,4.0,12.0,12.0, , ,#4,2.34,21681.0,2003
6613,Elevator Apartments,35268.0,1.0,6.0,41.0,43.0, , ,#4,2.3,21681.0,2008
6614,Elevator Apartments,41137.0,1.0,9.0,36.0,36.0, , ,#4,2.3,21680.0,2005
6615,Elevator Apartments,22512.0,1.0,7.0,44.0,45.0, , ,#4,2.3,21680.0,2006
6616,Elevator Apartments,47988.0,1.0,6.0,43.0,50.0, , ,#6,4.2,21500.0,1988
6617,Elevator Apartments,20390.0,3.0,5.0,48.0,50.0, , ,#4,2.6,21352.0,1982
6618,Condominiums,50762.0,1.0,13.0,0.0,15.0, , ,#4,2.94,21344.0,2001
6619,Condominiums,18205.0,1.0,5.0,24.0,24.0, , ,#4,2.1,21170.0,2001
6620,Elevator Apartments,14490.0,1.0,5.0,20.0,20.0, , ,#4,1.67,21170.0,2002
6621,Elevator Apartments,13640.0,1.0,5.0,25.0,25.0, , ,#4,1.67,21170.0,2003
6622,Elevator Apartments,13640.0,1.0,5.0,25.0,25.0, , ,#4,1.67,21170.0,2003
6623,Walk-Up Apartments,21460.0,1.0,6.0,34.0,34.0, , ,#4,2.0,21170.0,1985
6624,Elevator Apartments,22812.0,1.0,5.0,32.0,32.0, , ,#4,2.03,21170.0,1997
6625,Elevator Apartments,41094.0,1.0,6.0,47.0,47.0, , ,#4,3.7,21000.0,1985
6626,Walk-Up Apartments,17875.0,1.0,5.0,30.0,31.0, , ,#6,3.5,21000.0,1969
6627,Elevator Apartments,54238.0,1.0,6.0,1.0,20.0, , ,#4,2.3,21000.0,2008
6628,Elevator Apartments,54079.0,1.0,13.0,22.0,23.0,YES, ,#6,3.8,21000.0,1982
6629,Elevator Apartments,79268.0,1.0,6.0,78.0,79.0, , ,#6,6.2,21000.0,1979
6630,Walk-Up Apartments,40338.0,1.0,6.0,41.0,41.0, , ,#4,3.78,21000.0,1985
6631,Elevator Apartments,45290.0,1.0,12.0,0.0,15.0, , ,#4,2.94,21000.0,1995
6632,Elevator Apartments,21310.0,1.0,6.0,37.0,37.0, , ,#4,4.06,20880.0,1982
6633,Walk-Up Apartments,65372.0,1.0,16.0,0.0,12.0, , ,#4,5.25,20640.0,2001
6634,Walk-Up Apartments,34900.0,1.0,10.0,45.0,47.0, , ,#6,2.94,20527.0,1978
6635,Elevator Apartments,25800.0,1.0,6.0,31.0,31.0, , ,#4,2.0,20440.0,1969
6636,Elevator Apartments,15205.0,1.0,5.0,21.0,21.0, , ,#4,2.0,20440.0,1984
6637,Office Buildings,8825.0,1.0,5.0,20.0,20.0, , ,#4,1.6,20440.0,1967
6638,Elevator Apartments,86371.0,2.0,12.0,134.0,140.0,YES, ,#6,3.8,20440.0,1983
6639,Walk-Up Apartments,33492.0,1.0,9.0,53.0,53.0, , ,#6,3.3,20400.0,1977
6640,Elevator Apartments,123084.0,1.0,12.0,0.0,12.0, , ,#6,3.3,20325.0,2008
6641,Condominiums,30712.0,2.0,9.0,36.0,36.0, , ,#4,2.59,20258.0,1999
6642,Elevator Apartments,45743.0,1.0,9.0,0.0,83.0, , ,#4,2.59,20258.0,1997
6643,Elevator Apartments,16704.0,1.0,6.0,30.0,30.0, , ,#4,2.0,20258.0,2008
6644,Office Buildings,23375.0,1.0,5.0,44.0,44.0, , ,#4,2.0,20258.0,2003
6645,Educational Structures,28034.0,1.0,7.0,42.0,42.0, , ,#4,2.0,20258.0,2003
6646,Walk-Up Apartments,36250.0,1.0,5.0,45.0,45.0, , ,#4,2.0,20258.0,2007
6647,Walk-Up Apartments,21620.0,1.0,5.0,30.0,30.0, , ,#4,2.0,20258.0,2003
6648,Elevator Apartments,21620.0,1.0,5.0,30.0,30.0, , ,#4,2.0,20258.0,2003
6649,Elevator Apartments,24526.0,1.0,6.0,44.0,46.0, , ,#4,2.59,20258.0,1995
6650,Elevator Apartments,22500.0,1.0,5.0,34.0,34.0, , ,#4,2.59,20258.0,1999
6651,Elevator Apartments,40832.0,1.0,5.0,49.0,53.0, , ,#4,2.34,20258.0,2003
6652,Office Buildings,27810.0,1.0,6.0,24.0,24.0, , ,#4,2.0,20258.0,2006
6653,Walk-Up Apartments,40506.0,1.0,6.0,42.0,42.0, , ,#4,2.59,20258.0,1997
6654,Elevator Apartments,28431.0,1.0,7.0,51.0,53.0, , ,#4,2.59,20258.0,1997
6655,Elevator Apartments,45000.0,1.0,6.0,35.0,40.0, , ,#4,2.59,20258.0,1994
6656,Elevator Apartments,33451.0,1.0,6.0,31.0,31.0, , ,#4,2.6,20250.0,1992
6657,Elevator Apartments,26150.0,1.0,6.0,32.0,33.0, , ,#4,2.0,20250.0,2005
6658,Elevator Apartments,46420.0,1.0,6.0,39.0,45.0, , ,#4,2.3,20250.0,2005
6659,Walk-Up Apartments,58186.0,1.0,12.0,0.0,0.0, , ,#6,3.02,20250.0,1985
6660,Elevator Apartments,35040.0,1.0,6.0,24.0,24.0, , ,#4,2.59,20250.0,1995
6661,Walk-Up Apartments,130935.0,4.0,4.0,0.0,0.0, , ,#4,3.9,20250.0,1982
6662,Elevator Apartments,98800.0,1.0,10.0,0.0,52.0, , ,#4,4.1,20250.0,2005
6663,Walk-Up Apartments,74927.0,1.0,5.0,19.0,24.0,YES, ,#4,4.1,20250.0,1991
6664,Elevator Apartments,81133.0,1.0,15.0,39.0,41.0, ,YES,#6,5.25,20192.0,1993
6665,Elevator Apartments,22273.0,1.0,5.0,24.0,27.0, , ,#4,2.06,20160.0,1984
6666,Elevator Apartments,54004.0,2.0,12.0,0.0,12.0, , ,#6,3.14,20160.0,1993
6667,Elevator Apartments,56967.0,1.0,9.0,13.0,14.0, ,YES,#4,2.8,20159.0,1987
6668,Office Buildings,45085.0,1.0,12.0,0.0,21.0, , ,#4,2.8,20159.0,1988
6669,Walk-Up Apartments,218907.0,1.0,13.0,48.0,53.0, ,YES,#6,16.9,20148.0,1982
6670,Elevator Apartments,56023.0,1.0,6.0,60.0,60.0, ,YES,#4,4.2,20094.0,1987
6671,Walk-Up Apartments,9151.0,3.0,4.0,10.0,14.0, , ,#4,1.5,20075.0,1960
6672,Loft Buildings,24840.0,1.0,6.0,48.0,48.0, , ,#4,1.54,20075.0,1973
6673,Loft Buildings,32698.0,1.0,7.0,45.0,47.0, , ,#4,3.43,20000.0,1988
6674,Elevator Apartments,47168.0,1.0,6.0,28.0,31.0, , ,#4,2.77,20000.0,1987
6675,Elevator Apartments,28206.0,1.0,6.0,22.0,22.0, , ,#4,2.59,20000.0,1988
6676,Walk-Up Apartments,60500.0,1.0,7.0,39.0,44.0, , ,#4,4.2,20000.0,1987
6677,Elevator Apartments,64773.0,1.0,14.0,0.0,37.0, , ,#4,4.2,20000.0,2000
6678,Walk-Up Apartments,4812.0,1.0,4.0,8.0,8.0, , ,#4,2.32,20000.0,1991
6679,Elevator Apartments,31540.0,1.0,5.0,40.0,40.0, , ,#4,2.94,20000.0,1988
6680,Elevator Apartments,56598.0,1.0,6.0,48.0,48.0, , ,#4,4.2,20000.0,1987
6681,Walk-Up Apartments,57606.0,1.0,6.0,60.0,61.0, ,YES,#4,3.42,20000.0,1986
6682,Walk-Up Apartments,21636.0,1.0,5.0,32.0,32.0, , ,#4,2.32,20000.0,1989
6683,Elevator Apartments,14260.0,1.0,5.0,20.0,20.0, , ,#4,2.32,20000.0,1988
